place_id,tripadvisor_id,fsq_id,name,business_status,types,price_level,ta_price_level,price_level_combined,rating,user_ratings_total,ta_rating,ta_user_ratings_total,combined_rating,geometry.location.lat,geometry.location.lng,formatted_address,zip_code,city,international_phone_number,website,google_category,ta_4sq_cuisine1,ta_4sq_cuisine2,ta_4sq_cuisine3,ta_4sq_cuisine4,ta_4sq_cuisine5,main_category_1,main_category_2,main_category_3,main_category_4,combined_main_category,sub_category,neighboorhood_area_km2,resident_population_total,population_age_0_14,population_15_19,population_20_24,population_25_34,population_35_44,population_45_54,population_54_64,population_65+,resident_per_km2,brut_income_annual_per_person,district,district_cluster
ChIJ4fJXrpVljEcRyaapN3U9k7c,,,Don Gusto,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,4.0,5.0,8.0,,,5.0,46.2144601,6.120897,"Cité Vieusseux 7, 1203 Genève, Switzerland",1203,Genève,+41 22 556 35 26,0,Restaurant,0,0,0,0,0,General / Restaurant,,,,General / Restaurant,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJt1VscNxljEcRzPUStVBekdk,,,Taurus - Steakhouse & Lounge,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,4.0,3.8,62.0,,,3.8,46.2074274,6.1224356,"Av. d'Aïre 40, 1203 Genève, Switzerland",1203,Genève,+41 22 345 17 47,,Restaurant,0,0,0,0,0,Steakhouse / Barbecue / Grill,,,,Steakhouse / Barbecue / Grill,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJo4Xwi8hkjEcRIhTrMrsxCJs,,,Tourist brazilian Restaurant,CLOSED_TEMPORARILY,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,,,,46.2074201,6.1225342,"Av. d'Aïre 40, 1203 Genève, Switzerland",1203,Genève,+41 22 345 17 47,0,Brazilian restaurant,0,0,0,0,0,South American,,,,South American,Brazilian,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJF1L7wJlljEcRkJ_MywelYs8,,,Le Wagon,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,,,,46.2088897,6.1224438,"Rue de Lyon 99, 1203 Genève, Switzerland",1203,Genève,,https://le-wagon.ch/,Restaurant,0,0,0,0,0,General / Restaurant,,,,General / Restaurant,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJKyvQ35JkjEcRyYQsnEZsIds,4296140.0,636ccb9c7b754311a9166d0d,Le Petit Océan,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,2.0,3.0,4.3,416.0,4.0,86.0,4.3,46.225605,6.1222,"Chem. des Coudriers 50, 1209 Genève, Switzerland",1209,Genève,+41 22 788 37 15,,Restaurant,Seafood,European,0,0,0,Seafood,European,,,"Seafood, European",,1.61,17091,2846,825,839,2130,2701,2370,2067,3313,10625,121282,Servette Petit-Saconnex,4
ChIJZ0HOdJtljEcR8x0Gn7jTlXo,9804656.0,151198066d2c4f4ee6c65730,Cafe Salento,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,4.0,4.9,8.0,5.0,2.0,4.9,46.2046267,6.1231875,"Rue du Vicaire-Savoyard 2, 1203 Genève, Switzerland",1203,Genève,+41 22 345 00 00,,Pizza restaurant,Italian,0,0,0,0,Pizza,Italian,,,"Pizza, Italian",,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJfarxIcZkjEcRPvEBKab9Y64,23577066.0,586105ca6c682b0613bd49ec,Burger King,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,,3.0,4.5,2536.0,1.0,1.0,4.5,46.2076894,6.1234364,"Planète charmilles, Prom. de l'Europe 11, 1203 Genève, Switzerland",1203,Genève,+41 22 349 09 01,https://www.burger-king.ch/,Restaurant,Fast Food,Burger,0,0,0,Hamburger,American,,,"Hamburger, American",,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJnVFdp8hkjEcRVGLI8p9a8vU,10458388.0,,Migros Take Away,OPERATIONAL,"['meal_takeaway', 'bakery', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",2.0,,3.0,4.6,5.0,2.0,3.0,3.6,46.2079064,6.1230213,"Prom. de l'Europe 11, 1203 Genève, Switzerland",1203,Genève,+41 58 573 43 90,,Takeout Restaurant,Fast Food,0,0,0,0,General / Fast food / Snacks / Take Away,,,,General / Fast food / Snacks / Take Away,Take Away,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJSZEHjf9ljEcRkiWaLIJP8Go,,,Major Grill,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",,,4.0,4.6,54.0,,,4.6,46.2072463,6.1230892,"Av. d'Aïre 43, 1203 Genève, Switzerland",1203,Genève,+41 22 345 10 25,,Restaurant,0,0,0,Steakhouse,0,Steakhouse / Barbecue / Grill,,,,Steakhouse / Barbecue / Grill,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJe1Fdp8hkjEcRduAjzVfdw0E,8413493.0,,WASABI SUSHI Planète Charmilles,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,1.0,2.0,3.9,80.0,2.0,13.0,3.6,46.2076416,6.1235245,"Av. d'Aïre 27, 1203 Genève, Switzerland",1203,Genève,+41 22 520 61 12,,Sushi restaurant,Japanese,0,0,0,0,Japanese,,,,Japanese,Sushi,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJdRFop8hkjEcRjhEtkUr_tJc,2491589.0,4da88bf1fa8c4175d0bcb33f,Da Pulcinella,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,2.0,3.0,4.1,178.0,4.0,57.0,4.1,46.2077778,6.1238889,"Av. d'Aïre 24, 1203 Genève, Switzerland",1203,Genève,+41 22 344 06 06,,Pizza restaurant,Italian,Pizza,European,,0,Pizza,Italian,European,,"Pizza, Italian, European",,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJdRFop8hkjEcRg6_m1RQ1Szs,11722642.0,8cb31267808a4fdc1e6f8133,Mutlu Kebab,OPERATIONAL,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,,4.0,4.5,22.0,5.0,1.0,4.5,46.2080443,6.1231161,"Prom. de l'Europe 11, 1203 Genève, Switzerland",1203,Genève,+41 22 344 71 45,,Bar & grill,0,0,0,0,Turkish,Steakhouse / Barbecue / Grill,Turkish,,,"Steakhouse / Barbecue / Grill, Turkish",,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJz3hAQgNljEcRkpWwh870oTg,,,Max Poulet,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,,,,46.2085918,6.1238634,"Prom. de l'Europe 11, 1203 Genève, Switzerland",1203,Genève,+41 78 693 26 44,,Chicken restaurant,0,0,0,0,0,Chicken,,,,Chicken,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJC_DLKcdkjEcRexbawoQqn0g,10228503.0,4c384d222c8020a1f8928a00,Auberge Fédérale - Le Ginevra,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,2.0,3.0,4.3,313.0,3.5,29.0,4.2,46.212803,6.1233815,"Rue Soubeyran 12, 1203 Genève, Switzerland",1203,Genève,+41 22 345 75 07,,Italian restaurant,Italian,Swiss,European,0,0,Italian,Swiss,European,,"Italian, Swiss, European",,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJ3dgvJMdkjEcR5DW8wpV6fPM,,5a71ab7595d98607c6cc0215,Le trois plis,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,4.0,4.7,89.0,,,4.7,46.2123063,6.1228648,"Rue Soubeyran 7, 1203 Genève, Switzerland",1203,Genève,+41 22 570 09 97,,Restaurant,Beer Bar,Wine Bar,0,,0,General / Bar / Pub / Bistro,,,,General / Bar / Pub / Bistro,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJC_DLKcdkjEcRPZOoI-II5jE,,,Spirito Giovanni & Rosalia,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,4.0,4.4,7.0,,,4.4,46.2126994,6.123407,"Rue Soubeyran 12, 1203 Genève, Switzerland",1203,Genève,+41 22 345 75 07,0,Restaurant,0,0,0,0,0,General / Restaurant,,,,General / Restaurant,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJHRAaQsdkjEcR0agfiUEsOX8,,,Restaurant La Fontaine,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,,,,,,,46.2120735,6.1214263,"Rue Edouard-Rod 4B, 1203 Genève, Switzerland",1203,Genève,,,Restaurant,0,0,0,0,0,General / Restaurant,,,,General / Restaurant,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJW9uAwupkjEcR-cDAI02U0Ok,6524618.0,,Shibata,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,3.0,4.0,4.5,105.0,4.5,90.0,4.5,46.219635,6.1235275,"Chem. Gilbert-Trolliet 4, 1209 Genève, Switzerland",1209,Genève,+41 22 740 37 30,,Japanese restaurant,Japanese,Asian,,0,0,Japanese,,,,Japanese,,1.61,17091,2846,825,839,2130,2701,2370,2067,3313,10625,121282,Servette Petit-Saconnex,4
ChIJ1aZf7YVljEcR_yETVs4Jpeo,,,Le P'tit Creux,OPERATIONAL,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",,,4.0,4.6,23.0,,,4.6,46.2195884,6.1234084,"Chem. Gilbert-Trolliet 4, 1209 Genève, Switzerland",1209,Genève,+41 22 733 52 34,https://leptitcreux.ch/,Tea house,0,0,0,0,Bakery,General / Café,,,,General / Café,,1.61,17091,2846,825,839,2130,2701,2370,2067,3313,10625,121282,Servette Petit-Saconnex,4
ChIJ4ZrrV-tkjEcRINYi5wQfIpU,15856042.0,,Colladon Parc,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,2.0,3.0,4.3,213.0,4.5,37.0,4.3,46.2226087,6.1236008,"Chem. Colladon 5, 1209 Genève, Switzerland",1209,Genève,+41 22 730 79 27,,Restaurant,French,Swiss,European,Gastropub,Cafe,French,Swiss,European,,"French, Swiss, European",,1.61,17091,2846,825,839,2130,2701,2370,2067,3313,10625,121282,Servette Petit-Saconnex,4
ChIJdRFop8hkjEcRenhDgEYoBJM,,4efca4ff775bec1429bbcefd,Le Ptit Ba'rond Sàrl,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,4.0,4.5,4.0,,,4.5,46.2082331,6.1242229,"Prom. de l'Europe 11, 1203 Genève, Switzerland",1203,Genève,+41 22 340 34 14,,Restaurant,Café,,0,0,0,General / Café,,,,General / Café,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJdRFop8hkjEcRiDOPoQTJm1M,13172295.0,c0a2a89905db400af7693279,Frutties,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,4.0,3.1,17.0,3.5,4.0,3.2,46.2085378,6.1244379,"Prom. de l'Europe 11, 1203 Genève, Switzerland",1203,Genève,+41 22 340 11 31,,Restaurant,Cafes,0,,0,0,General / Café,,,,General / Café,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJdRFop8hkjEcRgxjZITIYzBs,,14c636817c304af4848f9755,Restaurant Francesca Genève,OPERATIONAL,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",,,4.0,4.5,10.0,,,4.5,46.208549,6.124254,"Centre Commercial de Planet Charmilles, Promenade de l'Europe 11, 1203 Genève, Switzerland",1203,Genève,+41 22 344 77 70,,Italian restaurant,Cafes,0,Italian,0,0,Italian,,,,Italian,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,3
ChIJJa8rOMFkjEcR1NVq9KbCLTA,3283436.0,,Restaurant Le Figuier libanais sur Genève,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,2.0,3.0,4.6,151.0,4.5,51.0,4.6,46.2136964,6.1248085,"Av. De-Luserna 32, 1203 Genève, Switzerland",1203,Genève,+41 22 340 76 75,,Lebanese restaurant,Lebanese,Middle Eastern,,,0,Lebanese,,,,Lebanese,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,2
ChIJv5FryexkjEcR2f9Cbmww1A0,10618226.0,,Il Cappuccino,OPERATIONAL,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,2.0,3.0,4.4,17.0,,,4.4,46.2241257,6.1234287,"Chem. du Champ-d'Anier 15, 1209 Genève, Switzerland",1209,Genève,+41 22 525 38 18,https://www.facebook.com/ilcappuccino.geneve/,Tea house,0,0,0,0,0,General / Café,,,,General / Café,,1.61,17091,2846,825,839,2130,2701,2370,2067,3313,10625,121282,Servette Petit-Saconnex,4
ChIJ-zgySMlkjEcRR2pw02bd-ws,10466339.0,,Le Petit Bordelais,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,2.0,3.0,4.4,79.0,4.0,20.0,4.3,46.2044916,6.1241128,"Rue du Contrat-Social 4, 1203 Genève, Switzerland",1203,Genève,+41 22 340 51 68,,Down home cooking restaurant,French,European,Swiss,International,0,French,European,Swiss,,"French, European, Swiss",,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,1
ChIJIyvjXKtljEcR_8tG92ZUEGY,,,LE FARINET Restaurant Italien,OPERATIONAL,"['restaurant', 'food', 'point_of_interest', 'establishment']",,,4.0,4.3,63.0,,,4.3,46.204245,6.1245374,"Rue du Contrat-Social 1, 1203 Genève, Switzerland",1203,Genève,+41 22 556 19 19,,Restaurant,0,0,0,0,0,Italian,,,,Italian,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,1
ChIJ5bPF085kjEcRmOZ2IETBzFM,,,la Fontaine,OPERATIONAL,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",,,4.0,3.3,3.0,,,3.3,46.2054245,6.1246611,"Rue des Confessions 21, 1203 Genève, Switzerland",1203,Genève,+41 22 344 19 50,,Bar & grill,0,0,0,0,0,General / Restaurant,,,,General / Restaurant,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,1
ChIJ-Xcq1nZljEcR0q09-PcBzLY,,,Pizza Mania Genève,OPERATIONAL,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",1.0,,2.0,4.5,69.0,,,4.5,46.205013,6.1254991,"Rue du Beulet 5, 1203 Genève, Switzerland",1203,Genève,+41 22 555 30 11,,Restaurant,0,0,0,0,0,Pizza,,,,Pizza,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,1
ChIJSRTY785kjEcR-G2HgWXQ_Ug,7747863.0,37a875fd5b1e4d5e2acf84b1,Restaurant Boa Brasa,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,2.0,3.0,4.3,269.0,4.0,24.0,4.3,46.2054884,6.1251305,"Rue des Confessions n°17, 1203 Genève, Switzerland",1203,Genève,+41 22 344 73 22,,Portuguese restaurant,Portuguese,Barbecue,European,0,0,Portuguese,,,,Portuguese,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,1
ChIJwa32PeVljEcR6amnE_BuUWM,,,"Café, Bar Cantinho",OPERATIONAL,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",,,,,,,,,46.2083655,6.1250068,"Rue de Lyon 85, 1203 Genève, Switzerland",1203,Genève,+41 22 340 44 45,,Restaurant,0,0,0,0,0,General / Restaurant,,,,General / Restaurant,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,1
ChIJ4Yr9FlFljEcR1R8FSCAWg94,3784629.0,,"Brasserie Nouvelle, Restaurant Italien sur Genève",OPERATIONAL,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,2.0,3.0,4.0,160.0,3.5,62.0,3.9,46.208731,6.125641,"Rue de Lyon 96, 1203 Genève, Switzerland",1203,Genève,+41 22 345 11 98,,Italian restaurant,European,French,Swiss,0,0,Italian,European,French,,"Italian, European, French",,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,1
ChIJT7CbrcZkjEcRC2WYCvtGG-U,,,Resto AB Kebab,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",,,4.0,5.0,1.0,,,5.0,46.2128238,6.125531,"Av. De-Luserna 13, 1203 Genève, Switzerland",1203,Genève,+41 22 344 62 05,,Restaurant,0,0,0,Fast Food,Turkish,Turkish,,,,Turkish,,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,2
ChIJAQAwrMZkjEcR6INHa_ywWhg,,,Restaurante Latino,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",,,4.0,4.0,3.0,,,4.0,46.21273,6.1256715,"Av. De-Luserna 13, 1203 Genève, Switzerland",1203,Genève,,0,Restaurant,0,0,0,0,0,South American,,,,South American,South American,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,2
ChIJCWFgrMZkjEcRqR5inHLhgWM,14886797.0,527ea45211d2c65bb1c53911,Restaurant Le Luserna,OPERATIONAL,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,,3.0,4.3,253.0,4.5,12.0,4.3,46.2125981,6.1257364,"Av. De-Luserna 13, 1203 Genève, Switzerland",1203,Genève,+41 22 340 17 39,,Colombian restaurant,Colombian,0,0,0,0,South American,,,,South American,Colombian,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,2
ChIJ8eqe7M5kjEcR1j5Hqfb3rno,,4f8ab6dce4b057e2819e38c0,Boulangerie Ruckstuhl - St-Jean,OPERATIONAL,"['bakery', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,,3.0,4.2,116.0,,,4.2,46.204653,6.12618,"Rue de Saint-Jean 9, 1203 Genève, Switzerland",1203,Genève,+41 22 344 35 82,https://www.boulangerie-ruckstuhl.ch/,Bakery,Bakery,0,0,0,0,General / Fast food / Snacks / Take Away,,,,General / Fast food / Snacks / Take Away,Sandwich / Snacks,2.09,34002,4967,1547,1937,5163,5549,4924,4290,5625,16282,109266,Saint-Jean Charmilles,1
